id,title,company,location,city,state,description,requirements,salary,job_type,url,source,source_url,scraped_at,platform
Maplewood Senior Living_1996684633269138864,Certified Nursing Assistant/CNA Full Time 7a-3p,Maplewood Senior Living,"Mayflower SNF


West Yarmouth, MA 02673, USA",West Yarmouth,MA,"Certified Nursing Assistant/CNA Full Time 7a-3p
Jul 1, 2025
Job Category: Resident Care/Healthcare
Requisition Number: CERTI011801
Schedule: Full Time

Mayflower SNF


West Yarmouth, MA 02673, USA





The Certified Nursing Assistant (CNA) in our Skilled Nursing & Rehab Center plays an integral role in providing exceptional care and service to our residents in need of dedicated hands-on assistance. Current Massachusetts's Nurse’s Aide License Required. The starting rate for this position is $25 ...","ed Nursing & Rehab Center plays an integral role in providing exceptional care and service to our residents in need of dedicated hands-on assistance. Current Massachusetts's Nurse’s Aide License Required. The starting rate for this position is $25 with shift differentials. The rate will depend on shift, day of the week, location, experience, and prior tenure with Maplewood/Inspir Carnegie Hill.",$25,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=91b9708b-2574-44cd-84e1-6c4b02cd6bfa,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:51.388413,ultipro
Maplewood Senior Living_5649436815689195087,Director of Community Relations,Maplewood Senior Living,"Cuyahoga Falls, OH 44223, USA",Cuyahoga Falls,OH,"Director of Community Relations
Jun 30, 2025
Job Category: Sales/Leasing
Requisition Number: DIREC011800
Schedule: Full Time




Cuyahoga Falls, OH 44223, USA





The Community Relations Director is responsible for achieving maximum occupancy and total revenue potential of the community by attracting qualified prospects to the community and converting those prospects into residents. Manage and cultivate the sales and marketing plan, leads and database and the move-in process in its entirety.",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=248a81af-3ff6-4281-9bda-475d70ceca7c,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:53.518336,ultipro
Maplewood Senior Living_486504970689081519,LPN Wellness Nurse - Part Time 4p-8p,Maplewood Senior Living,"Southport, CT 06890, USA",Southport,CT,"LPN Wellness Nurse - Part Time 4p-8p
Jun 30, 2025
Job Category: Resident Care/Healthcare
Requisition Number: LPNWE011795
Schedule: Part Time
Job Location Type: On-site




Southport, CT 06890, USA





Summary: The Resident Services Nurse (Licensed Practical Nurse) is responsible for assisting the Resident Services Director with the overall implementation, delivery, and coordination of Resident Care Services at the Community.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=ea4a7358-6a34-4957-992a-313bd4a58b57,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:55.496677,ultipro
Maplewood Senior Living_6007616783103058460,Licensed Practical Nurse / LPN Full Time: 7a-3p,Maplewood Senior Living,"Danbury, CT 06810, USA",Danbury,CT,"Licensed Practical Nurse / LPN Full Time: 7a-3p
Jun 30, 2025
Job Category: Resident Care/Healthcare
Requisition Number: LICEN011793
Schedule: Full Time




Danbury, CT 06810, USA





The Licensed Practical Nurse (LPN) assists and supports the Resident Services Director with the overall implementation, delivery, and coordination of nursing services in the community. **Must be a Licensed Practical Nurse currently licensed to practice in the State of Connecticut.",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=f612df98-24f0-43a1-a508-0b824bb7bd99,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:57.121705,ultipro
Maplewood Senior Living_3363690056339100603,Licensed Practical Nurse / LPN Part Time 11p-7a,Maplewood Senior Living,"Danbury, CT 06810, USA",Danbury,CT,"Licensed Practical Nurse / LPN Part Time 11p-7a
Jun 27, 2025
Job Category: Resident Care/Healthcare
Requisition Number: LICEN010342
Schedule: Part Time




Danbury, CT 06810, USA





The Licensed Practical Nurse (LPN) assists and supports the Resident Services Director with the overall implementation, delivery, and coordination of nursing services in the community. **Must be a Licensed Practical Nurse currently licensed to practice in the State of Connecticut. Immediate need on 3p - 11p.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=e4148523-293e-4f98-86d9-3a508aac719a,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:17:00.558966,ultipro
Integritus Healthcare_5579564446217428293,HOUSEKEEPER,Integritus Healthcare,"Day Brook Nursing Center


Holyoke, MA 01040, USA",Holyoke,MA,"HOUSEKEEPER
Jul 10, 2025
Job Category: Operations Group
Requisition Number: HOUSE003192
Schedule: Part Time
Job Location Type: On-site

Day Brook Nursing Center


Holyoke, MA 01040, USA





Clean resident rooms and other areas of the nursing facility as instructed by the supervisor.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=1a3888c2-79a8-4931-9af2-129e7684ad41,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:39:41.807091,ultipro
Integritus Healthcare_3518617883489085728,ACTIVITIES AIDE,Integritus Healthcare,"Bourne Manor


Bourne, Town of, MA 02532, USA",Town of,MA,"ACTIVITIES AIDE
Jul 10, 2025
Job Category: Administration Group
Requisition Number: ACTIV003191
Schedule: Part Time

Bourne Manor


Bourne, Town of, MA 02532, USA





Great opportunity to get paid to have fun! Activities Aides help to encourage socialization, provide entertainment, lead groups and more! Training is provided. Activities Aides help to encourage socialization, provide entertainment, relaxation and fulfillment, and improve daily living skills.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=0c36d172-d2f9-47dc-a673-bb492453f649,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:39:43.592631,ultipro
Integritus Healthcare_6336294396718100821,RN Weekend Coordinator,Integritus Healthcare,"Pioneer Valley Hospice


Greenfield, MA 01301, USA",Greenfield,MA,"RN Weekend Coordinator
Jul 10, 2025
Job Category: Operations Group
Requisition Number: RNWEE003190
Schedule: Part Time

Pioneer Valley Hospice


Greenfield, MA 01301, USA





Pioneer Valley Hospice & Palliative Care (formerly Hospice of Franklin County) is expanding throughout all of Pioneer Valley and seeking experienced, compassionate candidates to join our growing team. Our mission has always been to support and care for those living with life-limiting illnesses so they may live as fully and...","d, compassionate candidates to join our growing team. Our mission has always been to support and care for those living with life-limiting illnesses so they may live as fully and comfortably as possible. We take pride in our collaborative, innovative approach to care. As part of Integritus Healthcare (formerly Berkshire Healthcare), we offer weekly pay, generous paid time off, low-cost health insurance, and opportunities for professional growth. Join us and be part of a team that truly makes a di...",",",Part-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=5c2d90a5-3207-44f2-896e-8cc8d70e35c5,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:39:45.641678,ultipro
Integritus Healthcare_3085938764392325110,Hospice Registered Nurse (RN),Integritus Healthcare,"Pioneer Valley Hospice


Greenfield, MA 01301, USA",Greenfield,MA,"Hospice Registered Nurse (RN)
Jul 10, 2025
Job Category: Operations Group
Requisition Number: HOSPI003074
Schedule: Full Time

Pioneer Valley Hospice


Greenfield, MA 01301, USA

















































































































































+14 more
Pioneer Valley Hospice & Palliative Care (formerly Hospice of Franklin County) is expanding throughout all of Pioneer Valley and seeking experienced, compassionate cand...","d, compassionate candidates to join our growing team. Our mission has always been to support and care for those living with life-limiting illnesses so they may live as fully and comfortably as possible. We take pride in our collaborative, innovative approach to care. As part of Integritus Healthcare (formerly Berkshire Healthcare), we offer weekly pay, generous paid time off, low-cost health insurance, and opportunities for professional growth. Join us and be part of a team that truly makes a di...",",",Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=a46afb11-6242-4dc4-a4af-3195b5a9dd1d,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:39:47.410304,ultipro
Integritus Healthcare_625063585321821569,NURSE PRACTITIONER (FULL-TIME),Integritus Healthcare,"Pioneer Valley Hospice


Greenfield, MA 01301, USA",Greenfield,MA,"NURSE PRACTITIONER (FULL-TIME)
Jul 10, 2025
Job Category: Operations Group
Requisition Number: NURSE003075
Schedule: Full Time

Pioneer Valley Hospice


Greenfield, MA 01301, USA









































































































+10 more
Pioneer Valley Hospice & Palliative Care (formerly Hospice of Franklin County) is expanding throughout all of Pioneer Valley and seeking experienced, compassionate candidates to join our growing team. Our mi...","d, compassionate candidates to join our growing team. Our mission has always been to support and care for those living with life-limiting illnesses so they may live as fully and comfortably as possible. We take pride in our collaborative, innovative approach to care. As part of Integritus Healthcare (formerly Berkshire Healthcare), we offer weekly pay, generous paid time off, low-cost health insurance, and opportunities for professional growth. Join us and be part of a team that truly makes a di...",",",Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=0f694823-6459-4e90-870d-613a39bb6269,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:39:49.150711,ultipro
Integritus Healthcare_5195461738953392752,LICENSED PRACTICAL NURSE,Integritus Healthcare,"Pioneer Valley Hospice


Greenfield, MA 01301, USA",Greenfield,MA,"LICENSED PRACTICAL NURSE
Jul 10, 2025
Job Category: Operations Group
Requisition Number: LICEN003099
Schedule: Full Time

Pioneer Valley Hospice


Greenfield, MA 01301, USA





Pioneer Valley Hospice & Palliative Care (formerly Hospice of Franklin County) is expanding throughout all of Pioneer Valley and seeking experienced, compassionate candidates to join our growing team. Our mission has always been to support and care for those living with life-limiting illnesses so they may live as fully a...","d, compassionate candidates to join our growing team. Our mission has always been to support and care for those living with life-limiting illnesses so they may live as fully and comfortably as possible. We take pride in our collaborative, innovative approach to care. As part of Integritus Healthcare (formerly Berkshire Healthcare), we offer weekly pay, generous paid time off, low-cost health insurance, and opportunities for professional growth. Join us and be part of a team that truly makes a di...",",",Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=507f8677-ed03-4276-ac06-f8315cde667c,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:39:50.940981,ultipro
Integritus Healthcare_7308810640826939282,PATIENT CARE COORDINATOR (RN),Integritus Healthcare,"Pioneer Valley Hospice


Greenfield, MA 01301, USA",Greenfield,MA,"PATIENT CARE COORDINATOR (RN)
Jul 10, 2025
Job Category: Operations Group
Requisition Number: PATIE003183
Schedule: Full Time
Job Location Type: On-site

Pioneer Valley Hospice


Greenfield, MA 01301, USA





Pioneer Valley Hospice & Palliative Care (formerly Hospice of Franklin County) is expanding throughout all of Pioneer Valley and seeking experienced, compassionate candidates to join our growing team. Our mission has always been to support and care for those living with life-limiting illne...","d, compassionate candidates to join our growing team. Our mission has always been to support and care for those living with life-limiting illnesses so they may live as fully and comfortably as possible. We take pride in our collaborative, innovative approach to care. As part of Integritus Healthcare (formerly Berkshire Healthcare), we offer weekly pay, generous paid time off, low-cost health insurance, and opportunities for professional growth. Join us and be part of a team that truly makes a di...",",",Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=61fe2402-fede-4238-a1ef-17ff958a82f1,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:39:52.433804,ultipro
Integritus Healthcare_8384783200277441680,HOSPICE AIDE (CNA),Integritus Healthcare,"Springfield, MA 01104, USA",Springfield,MA,"HOSPICE AIDE (CNA)
Jul 10, 2025
Job Category: Operations Group
Requisition Number: HOSPI002914
Schedule: Full Time




Springfield, MA 01104, USA























































+5 more
Pioneer Valley Hospice & Palliative Care (formerly Hospice of Franklin County) is expanding throughout all of Pioneer Valley and seeking experienced, compassionate candidates to join our growing team. Our mission has always been to support and care for those living with life-limiting illnes...","d, compassionate candidates to join our growing team. Our mission has always been to support and care for those living with life-limiting illnesses so they may live as fully and comfortably as possible. We take pride in our collaborative, innovative approach to care. As part of Integritus Healthcare (formerly Berkshire Healthcare), we offer weekly pay, generous paid time off, low-cost health insurance, and opportunities for professional growth. Join us and be part of a team that truly makes a di...",",",Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=9109be15-31cf-4117-a20d-8be58c3b1be4,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:39:54.021825,ultipro
Integritus Healthcare_5167289135819958059,RESIDENT ASSISTANT,Integritus Healthcare,"East Longmeadow Memory Care Assisted Living


East Longmeadow, MA, USA",East Longmeadow,MA,"RESIDENT ASSISTANT
Jul 8, 2025
Job Category: Operations Group
Requisition Number: RESID003174
Schedule: Full Time

East Longmeadow Memory Care Assisted Living


East Longmeadow, MA, USA





Resident Assistant 's / Certified Nursing Assistant will assist older people who are functionally, physically, and or socially impaired and need 24-hour oversight. The Resident Care Partner/Resident Assistant’s role is to assist residents with those activities of daily living that they are unable to perform ...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/OpportunityDetail?opportunityId=2004904b-1ca7-4827-8260-c49f6decf023,Integritus Healthcare,https://recruiting.ultipro.com/BER1002BHCS/JobBoard/ab6dd2ae-e2f4-4e5a-9d54-ba5e47b6291f/?q=&o=postedDateDesc,2025-07-11T02:39:55.491357,ultipro
