title,company,location,category,salary_min,salary_max,job_type,quality_score,posted_date,application_url,requirements
"Oncology Nurse","Middlesex Hospital","Fairfield, CT","nursing",78482,89838,"part-time",87,"2025-06-23","https://www.indeed.com/viewjob?jk=2532704832318724","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Yale New Haven Hospital","Danbury, CT","nursing",94970,104488,"full-time",93,"2025-06-09","https://www.indeed.com/viewjob?jk=8005113238155458","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Travel Nurse","Prospect Medical Holdings","Milford, CT","nursing",86389,104167,"per-diem",93,"2025-06-15","https://jobs.prospectmedicalholdings.com/apply/91894","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Hartford Hospital","Greenwich, CT","nursing",85226,93111,"part-time",80,"2025-06-17","https://www.glassdoor.com/job-listing/oncology-nurse-hartford-hospital-JV_IC4318227.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"NICU Nurse","Hospital of Central Connecticut","White Plains, NY","nursing",80130,98481,"part-time",94,"2025-06-18","https://www.ziprecruiter.com/c/Hospital-of-Central-Connecticut/Jobs/928325","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Stamford Hospital","Greenwich, CT","nursing",95073,100531,"part-time",79,"2025-06-12","https://www.indeed.com/viewjob?jk=3561682739066051","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Travel Nurse","Griffin Hospital","Meriden, CT","nursing",77341,88103,"part-time",93,"2025-06-12","https://healthcarejobs.com/ct/griffin-hospital/70061","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"NICU Nurse","Hospital of Central Connecticut","Middletown, CT","nursing",71849,96431,"part-time",92,"2025-06-23","https://www.ziprecruiter.com/c/Hospital-of-Central-Connecticut/Jobs/874224","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Danbury Hospital","Norwalk, CT","nursing",85697,99882,"part-time",90,"2025-06-15","https://www.indeed.com/viewjob?jk=1415434379741282","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"NICU Nurse","Backus Hospital","Bristol, CT","nursing",83084,99303,"contract",88,"2025-06-13","https://jobs.backushospital.com/apply/73570","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Backus Hospital","Stamford, CT","nursing",74230,97560,"contract",97,"2025-06-15","https://careers.backushospital.org/job/745698","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"NICU Nurse","Griffin Hospital","Yonkers, NY","nursing",80277,97495,"part-time",92,"2025-06-21","https://www.ziprecruiter.com/c/Griffin-Hospital/Jobs/491623","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Nurse Manager","Hartford Hospital","Bridgeport, CT","nursing",94174,102847,"contract",89,"2025-06-12","https://careers.hartfordhospital.org/job/897930","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Charge Nurse","Charlotte Hungerford Hospital","New Haven, CT","nursing",71957,100495,"per-diem",83,"2025-06-23","https://www.indeed.com/viewjob?jk=4986984607989586","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Staff Nurse - Med/Surg","Yale New Haven Hospital","West Haven, CT","nursing",89937,98434,"part-time",89,"2025-06-22","https://www.ziprecruiter.com/c/Yale-New-Haven-Hospital/Jobs/417638","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Staff Nurse - Med/Surg","Connecticut Children's Medical Center","Danbury, CT","nursing",72328,86550,"per-diem",79,"2025-06-19","https://careers.connecticutchildrensmedicalcenter.net/opportunities/8465","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Psychiatric Nurse","Yale New Haven Health System","White Plains, NY","nursing",95417,102961,"per-diem",82,"2025-06-10","https://www.indeed.com/viewjob?jk=3814317331216894","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Backus Hospital","Danbury, CT","nursing",84064,96296,"full-time",95,"2025-06-10","https://www.glassdoor.com/job-listing/float-pool-nurse-backus-hospital-JV_IC7454181.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Labor & Delivery Nurse","Hartford HealthCare","Meriden, CT","nursing",76003,93296,"part-time",89,"2025-06-20","https://www.glassdoor.com/job-listing/labor-&-delivery-nurse-hartford-healthcare-JV_IC3171442.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Labor & Delivery Nurse","Trinity Health","New Britain, CT","nursing",79391,104630,"per-diem",96,"2025-06-18","https://careers.trinityhealth.org/job/652569","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Staff Nurse - Med/Surg","Danbury Hospital","Greenwich, CT","nursing",78090,91659,"contract",84,"2025-06-21","https://careers.danburyhospital.org/job/516827","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Bridgeport Hospital","Milford, CT","nursing",79060,91934,"part-time",97,"2025-06-16","https://www.glassdoor.com/job-listing/float-pool-nurse-bridgeport-hospital-JV_IC3020603.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"RN - Emergency Department","Bridgeport Hospital","Milford, CT","nursing",89201,98349,"full-time",81,"2025-06-23","https://careers.bridgeporthospital.org/job/467724","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Psychiatric Nurse","Hospital of Central Connecticut","Fairfield, CT","nursing",72439,79023,"contract",85,"2025-06-21","https://careers.hospitalofcentralconnecticut.net/opportunities/9973","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Bridgeport Hospital","New Haven, CT","nursing",92823,101820,"contract",78,"2025-06-10","https://jobs.bridgeporthospital.com/apply/36103","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
